Stationsnummer: 2099
Stationsname: Zürich, Unterhard
DBLH-Nr: 00343
Gewässer: Limmat
Exportperiode: 2000-01-01 - 2024-12-31
Parameter: Pegel
Parametereinheit: m ü.M.
Zeitreihe: Tagesmittel
Stationsname;Stationsnummer;Parameter;Zeitreihe;Parametereinheit;Gewässer;Zeitstempel;Zeitpunkt_des_Auftretens;Wert;Freigabestatus
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-11-16 00:00:00;;401.250;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-11-17 00:00:00;;401.200;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-11-18 00:00:00;;401.190;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-11-19 00:00:00;;401.209;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-11-20 00:00:00;;401.153;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-11-21 00:00:00;;401.088;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-11-22 00:00:00;;401.114;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-11-23 00:00:00;;401.034;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-11-24 00:00:00;;400.838;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-11-25 00:00:00;;400.734;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-11-26 00:00:00;;400.720;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-11-27 00:00:00;;400.711;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-11-28 00:00:00;;400.757;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-11-29 00:00:00;;400.742;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-11-30 00:00:00;;400.826;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-12-01 00:00:00;;401.289;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-12-02 00:00:00;;401.211;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-12-03 00:00:00;;401.066;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-12-04 00:00:00;;400.785;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-12-05 00:00:00;;400.613;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-12-06 00:00:00;;400.589;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-12-07 00:00:00;;400.587;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-12-08 00:00:00;;400.584;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-12-09 00:00:00;;400.617;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-12-10 00:00:00;;401.006;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-12-11 00:00:00;;401.217;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-12-12 00:00:00;;401.528;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-12-13 00:00:00;;401.577;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-12-14 00:00:00;;401.382;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-12-15 00:00:00;;401.368;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-12-16 00:00:00;;401.278;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-12-17 00:00:00;;401.211;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-12-18 00:00:00;;401.138;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-12-19 00:00:00;;400.976;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-12-20 00:00:00;;400.861;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-12-21 00:00:00;;400.811;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-12-22 00:00:00;;400.763;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-12-23 00:00:00;;400.780;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-12-24 00:00:00;;400.849;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-12-25 00:00:00;;400.697;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-12-26 00:00:00;;400.577;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-12-27 00:00:00;;400.425;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-12-28 00:00:00;;400.421;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-12-29 00:00:00;;400.416;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-12-30 00:00:00;;400.387;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2023-12-31 00:00:00;;400.317;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-01-01 00:00:00;;400.254;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-01-02 00:00:00;;400.309;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-01-03 00:00:00;;400.330;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-01-04 00:00:00;;400.269;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-01-05 00:00:00;;400.333;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-01-06 00:00:00;;400.403;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-01-07 00:00:00;;400.439;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-01-08 00:00:00;;400.427;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-01-09 00:00:00;;400.408;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-01-10 00:00:00;;400.333;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-01-11 00:00:00;;400.323;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-01-12 00:00:00;;400.245;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-01-13 00:00:00;;400.243;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-01-14 00:00:00;;400.206;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-01-15 00:00:00;;400.145;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-01-16 00:00:00;;400.056;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-01-17 00:00:00;;400.155;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-01-18 00:00:00;;400.497;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-01-19 00:00:00;;400.521;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-01-20 00:00:00;;400.452;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-01-21 00:00:00;;400.433;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-01-22 00:00:00;;400.427;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-01-23 00:00:00;;400.526;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-01-24 00:00:00;;400.475;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-01-25 00:00:00;;400.509;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-01-26 00:00:00;;400.570;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-01-27 00:00:00;;400.650;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-01-28 00:00:00;;400.597;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-01-29 00:00:00;;400.581;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-01-30 00:00:00;;400.570;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-01-31 00:00:00;;400.475;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-02-01 00:00:00;;400.415;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-02-02 00:00:00;;400.434;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-02-03 00:00:00;;400.422;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-02-04 00:00:00;;400.412;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-02-05 00:00:00;;400.371;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-02-06 00:00:00;;400.328;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-02-07 00:00:00;;400.327;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-02-08 00:00:00;;400.347;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-02-09 00:00:00;;400.345;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-02-10 00:00:00;;400.328;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-02-11 00:00:00;;400.252;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-02-12 00:00:00;;400.165;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-02-13 00:00:00;;400.148;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-02-14 00:00:00;;400.149;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-02-15 00:00:00;;400.230;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-02-16 00:00:00;;400.232;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-02-17 00:00:00;;400.217;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-02-18 00:00:00;;400.142;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-02-19 00:00:00;;400.158;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-02-20 00:00:00;;400.287;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-02-21 00:00:00;;400.349;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-02-22 00:00:00;;400.411;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-02-23 00:00:00;;400.629;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-02-24 00:00:00;;400.581;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-02-25 00:00:00;;400.434;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-02-26 00:00:00;;400.356;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-02-27 00:00:00;;400.325;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-02-28 00:00:00;;400.321;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-02-29 00:00:00;;400.320;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-03-01 00:00:00;;400.263;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-03-02 00:00:00;;400.252;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-03-03 00:00:00;;400.179;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-03-04 00:00:00;;400.097;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-03-05 00:00:00;;400.049;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-03-06 00:00:00;;400.152;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-03-07 00:00:00;;400.340;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-03-08 00:00:00;;400.343;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-03-09 00:00:00;;400.299;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-03-10 00:00:00;;400.244;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-03-11 00:00:00;;400.232;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-03-12 00:00:00;;400.194;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-03-13 00:00:00;;400.475;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-03-14 00:00:00;;400.513;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-03-15 00:00:00;;400.592;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-03-16 00:00:00;;400.685;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-03-17 00:00:00;;400.619;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-03-18 00:00:00;;400.673;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-03-19 00:00:00;;400.783;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-03-20 00:00:00;;400.645;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-03-21 00:00:00;;400.594;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-03-22 00:00:00;;400.596;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-03-23 00:00:00;;400.588;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-03-24 00:00:00;;400.607;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-03-25 00:00:00;;400.595;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-03-26 00:00:00;;400.591;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-03-27 00:00:00;;400.579;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-03-28 00:00:00;;400.583;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-03-29 00:00:00;;400.495;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-03-30 00:00:00;;400.402;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-03-31 00:00:00;;400.348;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-04-01 00:00:00;;400.397;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-04-02 00:00:00;;400.470;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-04-03 00:00:00;;400.369;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-04-04 00:00:00;;400.318;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-04-05 00:00:00;;400.567;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-04-06 00:00:00;;400.457;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-04-07 00:00:00;;400.348;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-04-08 00:00:00;;400.332;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-04-09 00:00:00;;400.341;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-04-10 00:00:00;;400.413;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-04-11 00:00:00;;400.491;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-04-12 00:00:00;;400.558;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-04-13 00:00:00;;400.504;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-04-14 00:00:00;;400.408;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-04-15 00:00:00;;400.370;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-04-16 00:00:00;;400.388;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-04-17 00:00:00;;400.481;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-04-18 00:00:00;;400.665;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-04-19 00:00:00;;400.727;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-04-20 00:00:00;;400.883;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-04-21 00:00:00;;400.882;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-04-22 00:00:00;;400.745;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-04-23 00:00:00;;400.594;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-04-24 00:00:00;;400.509;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-04-25 00:00:00;;400.444;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-04-26 00:00:00;;400.390;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-04-27 00:00:00;;400.400;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-04-28 00:00:00;;400.430;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-04-29 00:00:00;;400.400;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-04-30 00:00:00;;400.444;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-05-01 00:00:00;;400.455;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-05-02 00:00:00;;400.439;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-05-03 00:00:00;;400.428;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-05-04 00:00:00;;400.417;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-05-05 00:00:00;;400.411;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-05-06 00:00:00;;400.340;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-05-07 00:00:00;;400.389;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-05-08 00:00:00;;400.756;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-05-09 00:00:00;;400.732;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-05-10 00:00:00;;400.620;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-05-11 00:00:00;;400.555;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-05-12 00:00:00;;400.405;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-05-13 00:00:00;;400.403;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-05-14 00:00:00;;400.402;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-05-15 00:00:00;;400.402;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-05-16 00:00:00;;400.411;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-05-17 00:00:00;;400.704;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-05-18 00:00:00;;400.700;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-05-19 00:00:00;;400.668;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-05-20 00:00:00;;400.553;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-05-21 00:00:00;;400.427;Freigegeben, geprüfte Daten
Zürich, Unterhard;2099;Pegel;Tagesmittel;m ü.M.;Limmat;2024-05-22 00:00:00;;400.567;Freigegeben, geprüfte Daten
